2026-08-01 14:11:34 | INFO | PYTHONHASHSEED correctly pinned to 42 before interpreter start.
2026-08-01 14:11:34 | INFO | Python: 3.12.9
2026-08-01 14:11:34 | INFO |   numpy: 1.26.4
2026-08-01 14:11:34 | INFO |   pandas: 2.3.2
2026-08-01 14:11:34 | INFO |   scipy: 1.16.2
2026-08-01 14:11:34 | INFO | Budget 3e6: cap 3000000 steps, grid reach 400 W0 on 17 points, penalties [2.0, 4.0, 8.0, 11.58, 20.0].
2026-08-01 14:11:34 | INFO | Deterministic reduction: ProcessPoolExecutor with max_workers = 48, executor.map in submission order; as_completed is not used (SPECS 1.5).
2026-08-01 14:11:48 | INFO | [horizon] common monitoring horizon H = 3000000 (fixed point), lambda_iid_H = 282.5363
2026-08-01 14:11:48 | INFO | [horizon] the cap of 3000000 bound: the fixed point wanted 5424696 steps to reach the SAFETY target of 8x the deterministic prediction at the widest ramp. SAFETY is a design target this budget does NOT reach; the realised margin is 4.42x. Censoring is measured directly per cell and is the quantity that decides admissibility.
2026-08-01 14:12:57 | INFO | [Gamma= 2.000] beta=0.732861 v_max=5.1233 lambda*_Data=   653.001 (lambda*/Gamma= 326.500, +15.56% on the x Gamma rule) w*_predicted=   1004.6 w_delta_applied=   1160.9 w in [85, 226029] n_w=17
2026-08-01 14:23:22 | INFO | [Gamma= 2.000] ramp exponent 0.780 on w >= w_delta_applied (n=11) against 0.780 on w >= w*_predicted (n=11); v87 app:scaling prints the former. DetRate_Data in [1.0000, 1.0000], censoring max 0.0000, Concept hold-out FPR 0.0850 vs detection [0.0525, 0.0525]
2026-08-01 14:24:31 | INFO | [Gamma= 4.000] beta=0.843292 v_max=5.3385 lambda*_Data=  1310.301 (lambda*/Gamma= 327.575, +15.94% on the x Gamma rule) w*_predicted=   2009.1 w_delta_applied=   2329.4 w in [170, 452058] n_w=17
2026-08-01 14:34:56 | INFO | [Gamma= 4.000] ramp exponent 0.779 on w >= w_delta_applied (n=11) against 0.779 on w >= w*_predicted (n=11); v87 app:scaling prints the former. DetRate_Data in [1.0000, 1.0000], censoring max 0.0000, Concept hold-out FPR 0.0850 vs detection [0.0525, 0.0525]
2026-08-01 14:36:05 | INFO | [Gamma= 8.000] beta=0.878726 v_max=5.6483 lambda*_Data=  3032.361 (lambda*/Gamma= 379.045, +34.16% on the x Gamma rule) w*_predicted=   4018.3 w_delta_applied=   5390.9 w in [339, 904116] n_w=17
2026-08-01 14:46:32 | INFO | [Gamma= 8.000] ramp exponent 0.766 on w >= w_delta_applied (n=11) against 0.766 on w >= w*_predicted (n=11); v87 app:scaling prints the former. DetRate_Data in [1.0000, 1.0000], censoring max 0.0000, Concept hold-out FPR 0.0850 vs detection [0.0525, 0.0525]
2026-08-01 14:47:41 | INFO | [Gamma=11.580] beta=0.888952 v_max=5.8563 lambda*_Data=  5054.315 (lambda*/Gamma= 436.469, +54.48% on the x Gamma rule) w*_predicted=   5816.5 w_delta_applied=   8985.4 w in [491, 1308708] n_w=17
2026-08-01 14:58:08 | INFO | [Gamma=11.580] ramp exponent 0.718 on w >= w_delta_applied (n=11) against 0.718 on w >= w*_predicted (n=11); v87 app:scaling prints the former. DetRate_Data in [1.0000, 1.0000], censoring max 0.0000, Concept hold-out FPR 0.0850 vs detection [0.0525, 0.0525]
2026-08-01 14:59:17 | INFO | [Gamma=20.000] beta=0.898968 v_max=6.2189 lambda*_Data= 11100.055 (lambda*/Gamma= 555.003, +96.44% on the x Gamma rule) w*_predicted=  10045.7 w_delta_applied=  19733.4 w in [848, 2260290] n_w=17
